"corpus","bul_newscrawl_2011"
"sme",52
"руси",52
"реджеп",52
"сетих",52
"героят",52
"несъобразена",52
"internet",52
"управляващ",52
"няколкото",52
"ангели",52
"щастливо",52
"соло",52
"запазени",52
"ускори",52
"задейства",52
"театърът",52
"chrysler",52
"измъкнат",52
"заиграе",52
"районните",52
"югозападната",52
"създател",52
"time",52
"разочаровани",52
"натоварени",52
"припомним",52
"фитнеса",52
"заплащат",52
"kakvo",52
"бурята",52
"търпим",52
"кози",52
"бизнесмените",52
"албрехт",52
"потенциала",52
"четох",52
"асан",52
"отпуснат",52
"митинги",52
"пасат",52
"филмовата",52
"италианци",52
"стопанската",52
"нулата",52
"есенния",52
"оригинален",52
"купила",52
"питал",52
"изнесени",52
"йоана",52
"добавка",52
"духовна",52
"апи",52
"извършването",52
"пловдивчанка",52
"байландо",52
"митрополия",52
"приятелю",52
"изживява",52
"обединяват",52
"излишна",52
"редовна",52
"фондовата",52
"фактури",52
"досъдебното",52
"разпитан",52
"мутрата",52
"мазето",52
"полов",52
"министърка",52
"стоим",52
"софиянка",52
"републиканците",52
"сянката",52
"върша",52
"акционерно",52
"свестен",52
"еър",52
"шокира",52
"блъснат",52
"гавра",52
"петричкото",52
"самотни",52
"задочно",52
"обиколки",52
"южните",52
"споровете",52
"стрелял",52
"помолил",52
"мосв",52
"съобразно",52
"приемате",52
"пиле",52
"отвличанията",52
"огнеборци",52
"eдна",52
"конструкции",52
"езерово",52
"бедният",52
"билки",52
"ритат",52
"заетите",52
"изследванията",52
"оборудвани",52
"птичи",52
"кандидатстване",52
"австралийският",52
"грабежа",52
"най-богатият",52
"проведен",52
"женско",52
"климент",52
"посегателство",52
"отделна",52
"съдейства",52
"dariknews",52
"класираха",52
"разпоредбите",52
"роберт",52
"чий",52
"вечна",52
"рекордна",52
"сливница",52
"каракачанов",52
"разпоредил",52
"недалеч",52
"най-новият",52
"произнася",52
"русева",52
"откога",52
"живите",52
"сателит",52
"семки",52
"общинарите",52
"набиране",52
"стъпва",52
"стачкуват",52
"адмирации",52
"пловдивските",52
"югозапада",52
"скрита",52
"обърнали",52
"обърнем",52
"кюлев",52
"наеме",52
"шегува",52
"пространства",52
"йотова",52
"противника",52
"трън",52
"свинаров",52
"противоречие",52
"холандски",52
"майстора",51
"прочу",51
"сеп",51
"въздушен",51
"крайни",51
"по-рядко",51
"съставки",51
"удържа",51
"архитектите",51
"кристиан",51
"гадни",51
"трапеза",51
"съучастник",51
"сещате",51
"несъгласие",51
"силва",51
"ключов",51
"символично",51
"превърнала",51
"ох",51
"трудовата",51
"месечен",51
"предприети",51
"равна",51
"повтарям",51
"равно",51
"тротоарите",51
"преден",51
"сключват",51
"сключат",51
"инс",51
"регистрирали",51
"пределно",51
"аналог",51
"справите",51
"зенит",51
"лозунги",51
